  141	 167,00	 34,00	 100,00	 
  390	 124,00	 78,00	 258,00	 
  991	 164,00	  5,00	 245,00	 
  906	 27,00	 61,00	 191,00	 
  398	 242,00	 27,00	 36,00	 
  127	 204,00	  2,00	 153,00	 
  392	 82,00	 21,00	 116,00	 
  939	 95,00	 47,00	 126,00	 
  487	 138,00	 69,00	 112,00	 
  595	 199,00	 235,00	 294,00	 
